Ocular artifact correction,Muscle artifact correction,Low-pass filter,High-pass filter,Reference electrode(s),Detrending,Baseline interval,Autoreject,experiment,decoder,performance
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,200ms,False,LRP,EEGNet,0.7772839069366455
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,200ms,False,MMN,EEGNet,0.5640092492103577
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,200ms,False,N170,EEGNet,0.7699999809265137
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,200ms,False,N2pc,EEGNet,0.6429615616798401
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,200ms,False,N400,EEGNet,0.6579166650772095
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,200ms,False,P3,EEGNet,0.6909375190734863
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,200ms,Interpolate,ERN,EEGNet,0.8610128164291382
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,200ms,Interpolate,LRP,EEGNet,0.7696622014045715
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,200ms,Interpolate,MMN,EEGNet,0.5556308031082153
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,200ms,Interpolate,N170,EEGNet,0.7537500262260437
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,200ms,Interpolate,N2pc,EEGNet,0.6372982263565063
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,200ms,Interpolate,N400,EEGNet,0.6464583277702332
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,200ms,Interpolate,P3,EEGNet,0.6684374809265137
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,200ms,Int. or reject,ERN,EEGNet,0.8552939891815186
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,200ms,Int. or reject,LRP,EEGNet,0.7679612040519714
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,200ms,Int. or reject,MMN,EEGNet,0.5603731870651245
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,200ms,Int. or reject,N170,EEGNet,0.758966326713562
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,200ms,Int. or reject,N2pc,EEGNet,0.6333500146865845
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,200ms,Int. or reject,N400,EEGNet,0.646349310874939
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,200ms,Int. or reject,P3,EEGNet,0.6678349375724792
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,400ms,False,ERN,EEGNet,0.8756798505783081
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,400ms,False,LRP,EEGNet,0.7776421308517456
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,400ms,False,MMN,EEGNet,0.5640092492103577
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,400ms,False,N170,EEGNet,0.7701562643051147
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,400ms,False,N2pc,EEGNet,0.6428834199905396
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,400ms,False,N400,EEGNet,0.6585416793823242
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,400ms,False,P3,EEGNet,0.6915624737739563
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,400ms,Interpolate,ERN,EEGNet,0.8559553623199463
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,400ms,Interpolate,LRP,EEGNet,0.7678539752960205
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,400ms,Interpolate,MMN,EEGNet,0.556996762752533
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,400ms,Interpolate,N170,EEGNet,0.760937511920929
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,400ms,Interpolate,N2pc,EEGNet,0.6400472521781921
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,400ms,Interpolate,N400,EEGNet,0.6495833396911621
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,400ms,Interpolate,P3,EEGNet,0.6643750071525574
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,400ms,Int. or reject,ERN,EEGNet,0.8563920855522156
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,400ms,Int. or reject,LRP,EEGNet,0.7691565155982971
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,400ms,Int. or reject,MMN,EEGNet,0.5600221753120422
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,400ms,Int. or reject,N170,EEGNet,0.7644620537757874
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,400ms,Int. or reject,N2pc,EEGNet,0.6342241168022156
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,400ms,Int. or reject,N400,EEGNet,0.6603737473487854
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,400ms,Int. or reject,P3,EEGNet,0.6600686311721802
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,None,False,ERN,EEGNet,0.8645567297935486
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,None,False,LRP,EEGNet,0.7776569128036499
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,None,False,MMN,EEGNet,0.5637298226356506
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,None,False,N170,EEGNet,0.7701562643051147
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,None,False,N2pc,EEGNet,0.6429615616798401
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,None,False,N400,EEGNet,0.6585416793823242
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,None,False,P3,EEGNet,0.6912500262260437
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,None,Interpolate,ERN,EEGNet,0.8542898893356323
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,None,Interpolate,LRP,EEGNet,0.769221842288971
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,None,Interpolate,MMN,EEGNet,0.5596190094947815
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,None,Interpolate,N170,EEGNet,0.7582812309265137
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,None,Interpolate,N2pc,EEGNet,0.6396490931510925
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,None,Interpolate,N400,EEGNet,0.6518750190734863
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,None,Interpolate,P3,EEGNet,0.6695312261581421
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,None,Int. or reject,ERN,EEGNet,0.8532271981239319
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,None,Int. or reject,LRP,EEGNet,0.7697132229804993
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,None,Int. or reject,MMN,EEGNet,0.5562084913253784
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,None,Int. or reject,N170,EEGNet,0.7606238722801208
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,None,Int. or reject,N2pc,EEGNet,0.6320695877075195
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,None,Int. or reject,N400,EEGNet,0.6562039256095886
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,None,Int. or reject,P3,EEGNet,0.6640700697898865
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,200ms,False,ERN,EEGNet,0.8643388748168945
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,200ms,False,LRP,EEGNet,0.7702715992927551
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,200ms,False,MMN,EEGNet,0.5641930103302002
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,200ms,False,N170,EEGNet,0.7620312571525574
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,200ms,False,N2pc,EEGNet,0.645664393901825
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,200ms,False,N400,EEGNet,0.6650000214576721
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,200ms,False,P3,EEGNet,0.6775000095367432
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,200ms,Interpolate,ERN,EEGNet,0.8453195095062256
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,200ms,Interpolate,LRP,EEGNet,0.7610927820205688
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,200ms,Interpolate,MMN,EEGNet,0.5550675392150879
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,200ms,Interpolate,N170,EEGNet,0.7462499737739563
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,200ms,Interpolate,N2pc,EEGNet,0.6388176679611206
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,200ms,Interpolate,N400,EEGNet,0.6568750143051147
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,200ms,Interpolate,P3,EEGNet,0.6734374761581421
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,200ms,Int. or reject,ERN,EEGNet,0.8365612626075745
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,200ms,Int. or reject,LRP,EEGNet,0.7607581615447998
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,200ms,Int. or reject,MMN,EEGNet,0.5567328929901123
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,200ms,Int. or reject,N170,EEGNet,0.7385018467903137
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,200ms,Int. or reject,N2pc,EEGNet,0.6329557299613953
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,200ms,Int. or reject,N400,EEGNet,0.6509401202201843
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,200ms,Int. or reject,P3,EEGNet,0.6715508103370667
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,400ms,False,ERN,EEGNet,0.8624321222305298
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,400ms,False,LRP,EEGNet,0.7723020315170288
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,400ms,False,MMN,EEGNet,0.5638816952705383
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,400ms,False,N170,EEGNet,0.7612500190734863
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,400ms,False,N2pc,EEGNet,0.6458987593650818
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,400ms,False,N400,EEGNet,0.6662499904632568
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,400ms,False,P3,EEGNet,0.6773437261581421
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,400ms,Interpolate,ERN,EEGNet,0.8421890735626221
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,400ms,Interpolate,LRP,EEGNet,0.7589914202690125
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,400ms,Interpolate,MMN,EEGNet,0.554141104221344
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,400ms,Interpolate,N170,EEGNet,0.7420312762260437
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,400ms,Interpolate,N2pc,EEGNet,0.6366061568260193
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,400ms,Interpolate,N400,EEGNet,0.6556249856948853
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,400ms,Interpolate,P3,EEGNet,0.6739062666893005
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,400ms,Int. or reject,ERN,EEGNet,0.8342739939689636
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,400ms,Int. or reject,LRP,EEGNet,0.7681811451911926
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,400ms,Int. or reject,MMN,EEGNet,0.5561854243278503
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,400ms,Int. or reject,N170,EEGNet,0.7443780303001404
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,400ms,Int. or reject,N2pc,EEGNet,0.6369602084159851
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,400ms,Int. or reject,N400,EEGNet,0.6567986011505127
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,400ms,Int. or reject,P3,EEGNet,0.665765106678009
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,None,False,ERN,EEGNet,0.8587225079536438
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,None,False,LRP,EEGNet,0.7715276479721069
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,None,False,MMN,EEGNet,0.5640580654144287
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,None,False,N170,EEGNet,0.7614062428474426
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,None,False,N2pc,EEGNet,0.6462112665176392
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,None,False,N400,EEGNet,0.6627083420753479
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,None,False,P3,EEGNet,0.6760937571525574
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,None,Interpolate,ERN,EEGNet,0.8417620062828064
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,None,Interpolate,LRP,EEGNet,0.752161979675293
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,None,Interpolate,MMN,EEGNet,0.5568774342536926
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,None,Interpolate,N170,EEGNet,0.7381250262260437
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,None,Interpolate,N2pc,EEGNet,0.6315209269523621
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,None,Interpolate,N400,EEGNet,0.6468750238418579
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,None,Interpolate,P3,EEGNet,0.6761718988418579
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,None,Int. or reject,ERN,EEGNet,0.8350623846054077
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,None,Int. or reject,LRP,EEGNet,0.7598312497138977
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,None,Int. or reject,MMN,EEGNet,0.5549494028091431
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,None,Int. or reject,N170,EEGNet,0.7336903810501099
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,None,Int. or reject,N2pc,EEGNet,0.6314670443534851
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,None,Int. or reject,N400,EEGNet,0.6557502746582031
ICA,ICA,20 Hz,0.1 Hz,P9P10,None,None,Int. or reject,P3,EEGNet,0.6573931574821472
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,200ms,False,ERN,EEGNet,0.8675859570503235
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,200ms,False,LRP,EEGNet,0.7759007811546326
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,200ms,False,MMN,EEGNet,0.5625436305999756
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,200ms,False,N170,EEGNet,0.7760937213897705
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,200ms,False,N2pc,EEGNet,0.644729733467102
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,200ms,False,N400,EEGNet,0.659375011920929
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,200ms,False,P3,EEGNet,0.6874218583106995
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,200ms,Interpolate,ERN,EEGNet,0.8578680753707886
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,200ms,Interpolate,LRP,EEGNet,0.7659489512443542
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,200ms,Interpolate,MMN,EEGNet,0.5618593692779541
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,200ms,Interpolate,N170,EEGNet,0.7564062476158142
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,200ms,Interpolate,N2pc,EEGNet,0.6417577266693115
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,200ms,Interpolate,N400,EEGNet,0.6468750238418579
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,200ms,Interpolate,P3,EEGNet,0.6749218702316284
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,200ms,Int. or reject,ERN,EEGNet,0.8485605716705322
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,200ms,Int. or reject,LRP,EEGNet,0.7678543329238892
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,200ms,Int. or reject,MMN,EEGNet,0.5632664561271667
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,200ms,Int. or reject,N170,EEGNet,0.7527937889099121
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,200ms,Int. or reject,N2pc,EEGNet,0.6331925988197327
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,200ms,Int. or reject,N400,EEGNet,0.6503522992134094
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,200ms,Int. or reject,P3,EEGNet,0.6708067655563354
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,400ms,False,ERN,EEGNet,0.8679057955741882
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,400ms,False,LRP,EEGNet,0.7777366042137146
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,400ms,False,MMN,EEGNet,0.563349723815918
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,400ms,False,N170,EEGNet,0.7754687666893005
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,400ms,False,N2pc,EEGNet,0.643948495388031
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,400ms,False,N400,EEGNet,0.65604168176651
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,400ms,False,P3,EEGNet,0.6889843940734863
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,400ms,Interpolate,ERN,EEGNet,0.8582277297973633
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,400ms,Interpolate,LRP,EEGNet,0.766124427318573
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,400ms,Interpolate,MMN,EEGNet,0.5589281916618347
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,400ms,Interpolate,N170,EEGNet,0.7592187523841858
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,400ms,Interpolate,N2pc,EEGNet,0.6390525102615356
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,400ms,Interpolate,N400,EEGNet,0.6504166722297668
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,400ms,Interpolate,P3,EEGNet,0.6627343893051147
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,400ms,Int. or reject,ERN,EEGNet,0.8464434146881104
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,400ms,Int. or reject,LRP,EEGNet,0.7734200358390808
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,400ms,Int. or reject,MMN,EEGNet,0.5647311210632324
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,400ms,Int. or reject,N170,EEGNet,0.756977379322052
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,400ms,Int. or reject,N2pc,EEGNet,0.6379837989807129
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,400ms,Int. or reject,N400,EEGNet,0.6441616415977478
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,400ms,Int. or reject,P3,EEGNet,0.6668161749839783
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,None,False,ERN,EEGNet,0.8585522174835205
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,None,False,LRP,EEGNet,0.7762975692749023
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,None,False,MMN,EEGNet,0.5635814070701599
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,None,False,N170,EEGNet,0.7756249904632568
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,None,False,N2pc,EEGNet,0.6449640989303589
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,None,False,N400,EEGNet,0.6589583158493042
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,None,False,P3,EEGNet,0.6875781416893005
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,None,Interpolate,ERN,EEGNet,0.8582803606987
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,None,Interpolate,LRP,EEGNet,0.759010910987854
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,None,Interpolate,MMN,EEGNet,0.561924159526825
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,None,Interpolate,N170,EEGNet,0.7545312643051147
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,None,Interpolate,N2pc,EEGNet,0.6360495090484619
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,None,Interpolate,N400,EEGNet,0.6424999833106995
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,None,Interpolate,P3,EEGNet,0.6650781035423279
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,None,Int. or reject,ERN,EEGNet,0.8504704236984253
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,None,Int. or reject,LRP,EEGNet,0.7665040493011475
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,None,Int. or reject,MMN,EEGNet,0.564551830291748
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,None,Int. or reject,N170,EEGNet,0.7496431469917297
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,None,Int. or reject,N2pc,EEGNet,0.6315177083015442
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,None,Int. or reject,N400,EEGNet,0.647894561290741
ICA,ICA,20 Hz,0.1 Hz,P9P10,linear,None,Int. or reject,P3,EEGNet,0.6765208840370178
ICA,ICA,20 Hz,0.1 Hz,average,None,200ms,False,ERN,EEGNet,0.862298846244812
ICA,ICA,20 Hz,0.1 Hz,average,None,200ms,False,LRP,EEGNet,0.7776266932487488
ICA,ICA,20 Hz,0.1 Hz,average,None,200ms,False,MMN,EEGNet,0.5586118102073669
ICA,ICA,20 Hz,0.1 Hz,average,None,200ms,False,N170,EEGNet,0.760937511920929
ICA,ICA,20 Hz,0.1 Hz,average,None,200ms,False,N2pc,EEGNet,0.6449711918830872
ICA,ICA,20 Hz,0.1 Hz,average,None,200ms,False,N400,EEGNet,0.6604166626930237
ICA,ICA,20 Hz,0.1 Hz,average,None,200ms,False,P3,EEGNet,0.6759374737739563
ICA,ICA,20 Hz,0.1 Hz,average,None,200ms,Interpolate,ERN,EEGNet,0.8520057201385498
ICA,ICA,20 Hz,0.1 Hz,average,None,200ms,Interpolate,LRP,EEGNet,0.7600892782211304
ICA,ICA,20 Hz,0.1 Hz,average,None,200ms,Interpolate,MMN,EEGNet,0.5518105030059814
ICA,ICA,20 Hz,0.1 Hz,average,None,200ms,Interpolate,N170,EEGNet,0.7421875
ICA,ICA,20 Hz,0.1 Hz,average,None,200ms,Interpolate,N2pc,EEGNet,0.6393627524375916
ICA,ICA,20 Hz,0.1 Hz,average,None,200ms,Interpolate,N400,EEGNet,0.6458333134651184
ICA,ICA,20 Hz,0.1 Hz,average,None,200ms,Interpolate,P3,EEGNet,0.6597656011581421
ICA,ICA,20 Hz,0.1 Hz,average,None,200ms,Int. or reject,ERN,EEGNet,0.8425760865211487
ICA,ICA,20 Hz,0.1 Hz,average,None,200ms,Int. or reject,LRP,EEGNet,0.7627103924751282
ICA,ICA,20 Hz,0.1 Hz,average,None,200ms,Int. or reject,MMN,EEGNet,0.5545579791069031
ICA,ICA,20 Hz,0.1 Hz,average,None,200ms,Int. or reject,N170,EEGNet,0.7342644929885864
ICA,ICA,20 Hz,0.1 Hz,average,None,200ms,Int. or reject,N2pc,EEGNet,0.6303473114967346
ICA,ICA,20 Hz,0.1 Hz,average,None,200ms,Int. or reject,N400,EEGNet,0.6417832970619202
ICA,ICA,20 Hz,0.1 Hz,average,None,200ms,Int. or reject,P3,EEGNet,0.6643005013465881
ICA,ICA,20 Hz,0.1 Hz,average,None,400ms,False,ERN,EEGNet,0.8622579574584961
ICA,ICA,20 Hz,0.1 Hz,average,None,400ms,False,LRP,EEGNet,0.776671290397644
ICA,ICA,20 Hz,0.1 Hz,average,None,400ms,False,MMN,EEGNet,0.5587392449378967
ICA,ICA,20 Hz,0.1 Hz,average,None,400ms,False,N170,EEGNet,0.7604687213897705
ICA,ICA,20 Hz,0.1 Hz,average,None,400ms,False,N2pc,EEGNet,0.6451274752616882
ICA,ICA,20 Hz,0.1 Hz,average,None,400ms,False,N400,EEGNet,0.6625000238418579
ICA,ICA,20 Hz,0.1 Hz,average,None,400ms,False,P3,EEGNet,0.6746875047683716
ICA,ICA,20 Hz,0.1 Hz,average,None,400ms,Interpolate,ERN,EEGNet,0.854570209980011
ICA,ICA,20 Hz,0.1 Hz,average,None,400ms,Interpolate,LRP,EEGNet,0.761040449142456
ICA,ICA,20 Hz,0.1 Hz,average,None,400ms,Interpolate,MMN,EEGNet,0.5524649620056152
ICA,ICA,20 Hz,0.1 Hz,average,None,400ms,Interpolate,N170,EEGNet,0.7434375286102295
ICA,ICA,20 Hz,0.1 Hz,average,None,400ms,Interpolate,N2pc,EEGNet,0.6390572190284729
ICA,ICA,20 Hz,0.1 Hz,average,None,400ms,Interpolate,N400,EEGNet,0.6508333086967468
ICA,ICA,20 Hz,0.1 Hz,average,None,400ms,Interpolate,P3,EEGNet,0.6621875166893005
ICA,ICA,20 Hz,0.1 Hz,average,None,400ms,Int. or reject,ERN,EEGNet,0.8402259945869446
ICA,ICA,20 Hz,0.1 Hz,average,None,400ms,Int. or reject,LRP,EEGNet,0.7624298334121704
ICA,ICA,20 Hz,0.1 Hz,average,None,400ms,Int. or reject,MMN,EEGNet,0.5530011057853699
ICA,ICA,20 Hz,0.1 Hz,average,None,400ms,Int. or reject,N170,EEGNet,0.734992265701294
ICA,ICA,20 Hz,0.1 Hz,average,None,400ms,Int. or reject,N2pc,EEGNet,0.6285108923912048
ICA,ICA,20 Hz,0.1 Hz,average,None,400ms,Int. or reject,N400,EEGNet,0.6508305668830872
ICA,ICA,20 Hz,0.1 Hz,average,None,400ms,Int. or reject,P3,EEGNet,0.676048755645752
ICA,ICA,20 Hz,0.1 Hz,average,None,None,False,ERN,EEGNet,0.8604990839958191
ICA,ICA,20 Hz,0.1 Hz,average,None,None,False,LRP,EEGNet,0.7776089906692505
ICA,ICA,20 Hz,0.1 Hz,average,None,None,False,MMN,EEGNet,0.5587221384048462
ICA,ICA,20 Hz,0.1 Hz,average,None,None,False,N170,EEGNet,0.7607812285423279
ICA,ICA,20 Hz,0.1 Hz,average,None,None,False,N2pc,EEGNet,0.644580602645874
ICA,ICA,20 Hz,0.1 Hz,average,None,None,False,N400,EEGNet,0.6616666913032532
ICA,ICA,20 Hz,0.1 Hz,average,None,None,False,P3,EEGNet,0.6743749976158142
ICA,ICA,20 Hz,0.1 Hz,average,None,None,Interpolate,ERN,EEGNet,0.8433384299278259
ICA,ICA,20 Hz,0.1 Hz,average,None,None,Interpolate,LRP,EEGNet,0.7537693381309509
ICA,ICA,20 Hz,0.1 Hz,average,None,None,Interpolate,MMN,EEGNet,0.5560821294784546
ICA,ICA,20 Hz,0.1 Hz,average,None,None,Interpolate,N170,EEGNet,0.7378125190734863
ICA,ICA,20 Hz,0.1 Hz,average,None,None,Interpolate,N2pc,EEGNet,0.6354531049728394
ICA,ICA,20 Hz,0.1 Hz,average,None,None,Interpolate,N400,EEGNet,0.6518750190734863
ICA,ICA,20 Hz,0.1 Hz,average,None,None,Interpolate,P3,EEGNet,0.669140636920929
ICA,ICA,20 Hz,0.1 Hz,average,None,None,Int. or reject,ERN,EEGNet,0.8501036167144775
ICA,ICA,20 Hz,0.1 Hz,average,None,None,Int. or reject,LRP,EEGNet,0.7573898434638977
ICA,ICA,20 Hz,0.1 Hz,average,None,None,Int. or reject,MMN,EEGNet,0.5480932593345642
ICA,ICA,20 Hz,0.1 Hz,average,None,None,Int. or reject,N170,EEGNet,0.7300114035606384
ICA,ICA,20 Hz,0.1 Hz,average,None,None,Int. or reject,N2pc,EEGNet,0.625776469707489
ICA,ICA,20 Hz,0.1 Hz,average,None,None,Int. or reject,N400,EEGNet,0.6456631422042847
ICA,ICA,20 Hz,0.1 Hz,average,None,None,Int. or reject,P3,EEGNet,0.6759155988693237
